unique_id,timestamp,tag,y_pred,y_proba,query,model_version,runtime
620ae4f0-e9dd-443c-857e-0eb61796ca10,1621014490.051498,united_kingdom,[150409.0387],None,2019-08-25,0.1,000:00:00
677df622-5b72-45ce-b5bd-9cc27fc3a7de,1621014490.0536718,united_kingdom,[150409.0387],None,2019-08-26,0.1,000:00:00
4bf49709-16ed-47db-983b-7d3fe9c18329,1621014490.05585,united_kingdom,[150689.0841],None,2019-08-27,0.1,000:00:00
d2972168-d002-491e-ae67-e6d8e45b94f7,1621014490.058072,united_kingdom,[146105.9351],None,2019-08-28,0.1,000:00:00
5926fb33-4e75-481c-800c-d8e9a11f3af8,1621014490.0602481,united_kingdom,[144819.4703],None,2019-08-29,0.1,000:00:00
0328e03e-5121-4007-aa98-8250c25c2839,1621014490.062477,united_kingdom,[145683.9803],None,2019-08-30,0.1,000:00:00
1805940c-ed18-4c2a-abc6-0592864338e5,1621014490.064654,united_kingdom,[137017.4096],None,2019-08-31,0.1,000:00:00
8d9ff9b5-c5ec-40f1-a5d5-8431e9cec89b,1621014490.066844,united_kingdom,[137017.4096],None,2019-09-01,0.1,000:00:00
522e89ee-530d-472e-9e4c-ff42c02c1465,1621014490.0690172,united_kingdom,[137134.6012],None,2019-09-02,0.1,000:00:00
25d55054-1661-4914-8fed-039d49ea9582,1621014490.071329,united_kingdom,[137134.6012],None,2019-09-03,0.1,000:00:00
d3232b1c-1efc-43d9-9fe4-53413d629a73,1621014490.073534,united_kingdom,[137602.4405],None,2019-09-04,0.1,000:00:00
b500c8ab-8297-43f6-899e-e1e2194cf9b2,1621014490.076009,united_kingdom,[144819.4703],None,2019-09-05,0.1,000:00:00
eafc742c-b285-4a6c-a200-788a2c108aa3,1621014490.0783858,united_kingdom,[136760.5455],None,2019-09-06,0.1,000:00:00
1e0b4b17-7ec4-4513-babb-3f28bff4c4fa,1621014490.0807161,united_kingdom,[137962.5254],None,2019-09-07,0.1,000:00:00
1bca2c48-7da1-48f7-aff7-aee6ca1df941,1621014490.0832908,united_kingdom,[142588.0753],None,2019-09-08,0.1,000:00:00
b50cec6e-0459-4049-a925-ae6fc9ec841b,1621014490.08562,united_kingdom,[139840.2895],None,2019-09-09,0.1,000:00:00
98a7c695-a76c-48bf-8351-43a704b549e3,1621014490.0879328,united_kingdom,[148116.0667],None,2019-09-10,0.1,000:00:00
bc712df0-4491-4bf4-9bc3-6a531d73c710,1621014490.0903318,united_kingdom,[146713.4812],None,2019-09-11,0.1,000:00:00
3bea8271-f4a7-4049-b405-f7a8c0561f29,1621014490.0930188,united_kingdom,[130463.1481],None,2019-09-12,0.1,000:00:00
3e89b810-2f06-4a19-9b64-c12cba819cf9,1621014490.095534,united_kingdom,[172772.5021],None,2019-09-13,0.1,000:00:00
c8528dfd-f178-43e4-9efd-cca643fbf236,1621014490.097784,united_kingdom,[188378.515],None,2019-09-14,0.1,000:00:00
f1a79fa2-e63b-4dba-ad68-837ddd1b9f8f,1621014490.100276,united_kingdom,[205447.2127],None,2019-09-15,0.1,000:00:00
1c02aa8b-d63f-4204-93ae-874e1fe36910,1621014490.102478,united_kingdom,[204289.7157],None,2019-09-16,0.1,000:00:00
d1c5ad47-4088-40bb-a49b-f4356b555ad8,1621014490.104661,united_kingdom,[188378.515],None,2019-09-17,0.1,000:00:00
c67a7596-f8ee-4aba-bc19-eb73724344a9,1621014490.107146,united_kingdom,[185289.593],None,2019-09-18,0.1,000:00:00
b2799836-0356-49f6-b977-3c24a7101589,1621014490.109392,united_kingdom,[199384.0519],None,2019-09-19,0.1,000:00:00
35f1eea4-5a6d-4e26-b247-c3d4daad1683,1621014490.111582,united_kingdom,[197738.5184],None,2019-09-20,0.1,000:00:00
b6ae797a-1c3f-4709-9311-3c319e91783e,1621014490.113763,united_kingdom,[220415.9773],None,2019-09-21,0.1,000:00:00
b63b3966-f175-40df-8a78-625958493a55,1621014490.116149,united_kingdom,[220725.9973],None,2019-09-22,0.1,000:00:00
f4ad7399-33a6-46ac-b430-66e3336a16c9,1621014490.1184692,united_kingdom,[238813.8183],None,2019-09-23,0.1,000:00:00
d74323d4-a6d4-4570-ad46-3904c4dfdaf8,1621014490.1206882,united_kingdom,[233171.3042],None,2019-09-24,0.1,000:00:00
b33c87a0-11de-4a13-9cd5-9d58ff1ab508,1621014490.122881,united_kingdom,[270657.486],None,2019-09-25,0.1,000:00:00
4263405f-4a43-471d-bf83-f8302fe419d6,1621014490.125217,united_kingdom,[252504.2781],None,2019-09-26,0.1,000:00:00
8b0206ba-d289-47e7-a48b-7ad6b561cde5,1621014490.127407,united_kingdom,[256226.4311],None,2019-09-27,0.1,000:00:00
e11a94ae-f247-4c7c-8f23-66345e48736d,1621014490.1295948,united_kingdom,[250339.6971],None,2019-09-28,0.1,000:00:00
b33aefa8-3862-45ea-9698-683841d880a2,1621014490.132146,united_kingdom,[250339.6971],None,2019-09-29,0.1,000:00:00
384647aa-5a2e-45cd-bb61-3502dcf32f78,1621014490.13438,united_kingdom,[197158.1931],None,2019-09-30,0.1,000:00:00
81f3fc84-f9d6-470b-bfc1-056338ffca8d,1621014490.136595,united_kingdom,[185712.9001],None,2019-10-01,0.1,000:00:00
8d5abcb0-d883-4e40-b944-5f90b103da2e,1621014490.138804,united_kingdom,[173269.7971],None,2019-10-02,0.1,000:00:00
1c2a4418-3b08-4523-9641-25075f0a210c,1621014490.141377,united_kingdom,[185369.7411],None,2019-10-03,0.1,000:00:00
01f4e366-925d-4745-ace6-73ed7cc40b64,1621014490.143617,united_kingdom,[196712.517],None,2019-10-04,0.1,000:00:00
c3d42e4c-bf8c-4bff-92ef-ae0b7df4e55b,1621014490.145909,united_kingdom,[233823.1262],None,2019-10-05,0.1,000:00:00
d579f7b0-3d86-4484-b171-e6a3ac78e9a2,1621014490.148573,united_kingdom,[225912.283],None,2019-10-06,0.1,000:00:00
ac799367-8cb6-42fb-a647-fb32bf7fcd14,1621014490.150979,united_kingdom,[226661.385],None,2019-10-07,0.1,000:00:00
55f776f1-5a9c-42a2-96ec-1b7eb381ee56,1621014490.153614,united_kingdom,[236580.0482],None,2019-10-08,0.1,000:00:00
cc9f15a9-ff1d-494b-9844-687f709927e3,1621014490.15596,united_kingdom,[237656.7792],None,2019-10-09,0.1,000:00:00
47294b99-f465-47c1-aa62-5cbe59895ed4,1621014490.158837,united_kingdom,[236580.0482],None,2019-10-10,0.1,000:00:00
efeb11e3-a02c-4f72-9023-18cba22a4818,1621014490.161366,united_kingdom,[202571.809],None,2019-10-11,0.1,000:00:00
9d7088d7-f282-4696-a985-e4c69aa1bbb7,1621014490.163648,united_kingdom,[202188.836],None,2019-10-12,0.1,000:00:00
143d1409-7a86-4b82-a888-0c5fe4e229c8,1621014490.166492,united_kingdom,[225658.463],None,2019-10-13,0.1,000:00:00
21b18206-4ea9-4d3f-ab8d-f841961d98c4,1621014490.169055,united_kingdom,[227209.127],None,2019-10-14,0.1,000:00:00
5a84fc96-1ca9-406c-8300-6364807f4bbc,1621014490.1717389,united_kingdom,[205567.5632],None,2019-10-15,0.1,000:00:00
196bb26e-b23a-43b8-9dc6-bf3b467b9a37,1621014490.174819,united_kingdom,[203495.933],None,2019-10-16,0.1,000:00:00
0b0459b1-7997-4f37-8d34-92f100f40d09,1621014490.178313,united_kingdom,[200515.0311],None,2019-10-17,0.1,000:00:00
9a2566bb-fc1f-4e21-91cb-a24d51b97e73,1621014490.181634,united_kingdom,[200944.0261],None,2019-10-18,0.1,000:00:00
1683f1ef-7047-43da-be8f-cdc8e1e5fd64,1621014490.1847308,united_kingdom,[200934.6821],None,2019-10-19,0.1,000:00:00
f15056ce-a5f0-49f9-9238-8954430c4411,1621014490.187659,united_kingdom,[217883.428],None,2019-10-20,0.1,000:00:00
16bceb37-ea89-419d-ba83-ba5c7ac85812,1621014490.190737,united_kingdom,[223543.111],None,2019-10-21,0.1,000:00:00
92c4d58a-4ec7-4352-862f-b1b4b3571168,1621014490.194817,united_kingdom,[198874.164],None,2019-10-22,0.1,000:00:00
24b44fec-f626-4425-b606-dcf465ac35b0,1621014490.199689,united_kingdom,[201754.8361],None,2019-10-23,0.1,000:00:00
0f28da26-aa4d-4a43-9f53-788a6648c484,1621014490.203491,united_kingdom,[201471.3671],None,2019-10-24,0.1,000:00:00
4d00c5df-b07d-45bc-89d3-304f78990da8,1621014490.207347,united_kingdom,[202622.1701],None,2019-10-25,0.1,000:00:00
b4c38f88-00f6-4922-a8c1-cfe8cbc1532e,1621014490.210851,united_kingdom,[202527.9861],None,2019-10-26,0.1,000:00:00
463c966d-05fb-45f4-a058-a994cbe62245,1621014490.214367,united_kingdom,[210671.2411],None,2019-10-27,0.1,000:00:00
07fd820d-958a-4bfe-8023-9d1da0163db4,1621014490.217588,united_kingdom,[198653.3821],None,2019-10-28,0.1,000:00:00
